DISTRICT,COUNTY,SUBCOUNTY,PARISH,EASTING (Long),NORTHING (Lat)
APAC,KWANIA,ABONGOMOLA,ABANY,473950.0232,221883.2335
APAC,APAC MUNICIPALITY,APAC,ATIK,444862.2664,223747.3242
APAC,MARUZI,CHEGERE,KIDILANI,433680.386,226717.9026
APAC,MARUZI,IBUJE,ALWOROCENG,431403.2909,220157.6531
APAC,MARUZI,AKOKORO,ALARO,449006.1503,188121.9317
APAC,KWANIA,NAMBEISO,AYABI,491241.9893,208037.3475
APAC,MARUZI,AKOKORO,AYAGO,439681.9739,203417.7856
APAC,KWANIA,CHAWENTE,AJAR,455719.779,204427.7403
APAC,KWANIA,ADUKU TOWN COUNCIL,IKWERA,469566.5121,220021.9439
APAC,KWANIA,ABONGOMOLA,TEI-ORO,475581.8311,217989.5799
APAC,APAC MUNICIPALITY,APAC,AKERE,449476.6286,211896.7591
ARUA,TEREGO,ODUPI,LUGBARI,305734.0646,360449.4117
ARUA,AYIVU,KATRINI,OCOPI,272814.6541,343885.2468
ARUA,MADI-OKOLLO,OFFAKA,ADRAA,284530.688,290384.5777
ARUA,MADI-OKOLLO,RHINO CAMP,ANIPI,313536.335,331682.6933
ARUA,TEREGO,OMUGO,YIDDU,290881.5323,356475.6349
ARUA,MADI-OKOLLO,OFFAKA,OCEBU,278268.6569,297140.4283
ARUA,AYIVU,KATRINI,OKAVU,277603.9355,349767.9686
ARUA,MADI-OKOLLO,RHINO CAMP,ERAMVA,320744.383,329360.4757
ARUA,AYIVU,OLUKO,ONZIVU,268917.9387,330419.2056
ARUA,VURRA,VURRA,EZUKU,264206.1481,321156.7288
ARUA,VURRA,AJIA,AJIA,278465.5266,325345.3214
ARUA,VURRA,ARIVU,OMBAVU,274892.4333,320011.0384
ARUA,VURRA,VURRA,AYAVU,267465.3027,314612.3968
ARUA,MADI-OKOLLO,RHINO CAMP,MANAGO,302935.2488,337191.6752
ARUA,MADI-OKOLLO,RIGBO,OCEA,313051.559,337858.3646
ARUA,AYIVU,OLUKO,NYIO,270852.0123,330498.2683
ARUA,VURRA,VURRA,RINGILI,270697.3833,323955.9526
ARUA,MADI-OKOLLO,RIGBO,LUBA,321541.1277,333112.7445
ARUA,MADI-OKOLLO,OGOKO,AYAVU,302483.6946,318346.7138
ARUA,TEREGO,ODUPI,ORIVU,295722.255,367270.1182
ARUA,TEREGO,OMUGO,OBI,283079.8078,360527.2136
ARUA,MADI-OKOLLO,EWANGA,DUMUNGA,333445.6879,347552.4514
ARUA,MADI-OKOLLO,RIGBO,ALIBA,326042.6203,338734.5994
ARUA,MADI-OKOLLO,RHINO CAMP,AWUVU,320575.9543,326120.5039
ARUA,VURRA,ARIVU,PAJURU,272895.1268,312612.5231
ARUA,TEREGO,OMUGO,DUKU,287737.3668,364048.7129
ARUA,AYIVU,KATRINI,ONZORO,276628.153,342989.3169
ARUA,TEREGO,BILEAFE,NICU,292557.3248,338082.3282
ARUA,TEREGO,AII-VU,ALIA,286796.1881,351578.469
ARUA,MADI-OKOLLO,OGOKO,OLALI,314102.9167,322213.0363
ARUA,VURRA,VURRA,ANZUU,268196.0907,323081.8787
ARUA,VURRA,ARIVU,AWIKA,278593.4642,313612.3188
ARUA,MADI-OKOLLO,PAWOR,PANDUKU,313257.2737,314509.2394
ARUA,MADI-OKOLLO,ANYIRIBU,YILLI,281883.6058,286237.9527
ARUA,VURRA,VURRA,AJONO,264195.4257,327052.2773
ARUA,AYIVU,OLUKO,TURU,276034.6156,332456.3909
ARUA,VURRA,AJIA,NYIRIVU,283220.1963,317235.8296
ARUA,MADI-OKOLLO,ULEPPI,ARARA,285690.3986,310282.9977
ARUA,VURRA,VURRA,NYIO,266669.6137,319287.2535
ARUA,AYIVU,KATRINI,ANAVU,277408.1347,345635.759
ARUA,MADI-OKOLLO,OKOLLO,BAITO,304758.9672,298594.0338
ARUA,AYIVU,AROI,MICU,263895.6738,344974.5935
ARUA,VURRA,VURRA,KULUVA,270556.0032,327121.7311
ARUA,AYIVU,PAJULU,POKEA,265653.4279,331280.8908
ARUA,TEREGO,ODUPI,OTUMBARI,295294.9984,360824.7418
ARUA,TEREGO,URIAMA,KATIKU,311281.5118,343732.0724
ARUA,MADI-OKOLLO,ANYIRIBU,OMII,288975.7057,284113.4606
ARUA,AYIVU,MANIBE,OMBOKORO,271311.0498,338760.493
ARUA,AYIVU,ADUMI,ANYARA,258225.5358,338588.8568
ARUA,AYIVU,ADUMI,NYIOVURA,257959.4914,333795.5251
ARUA,AYIVU,AYIVUNI,MBARAKA,256928.8943,340597.1569
ARUA,MADI-OKOLLO,PAWOR,NDAVU,314087.6522,310103.1217
ARUA,MADI-OKOLLO,OFFAKA,ORIBU,282650.5606,299612.0957
ARUA,MADI-OKOLLO,RIGBO,ODOBU,319754.0923,346577.7384
ARUA,VURRA,ARIVU,ECEKO,276016.4163,307803.9688
ARUA,MADI-OKOLLO,RIGBO,KWILI,327032.4723,343187.1866
ARUA,VURRA,VURRA,ERUBA,268346.6264,326982.7554
ARUA,TEREGO,AII-VU,PARANGA,280455.9431,350331.6481
ARUA,VURRA,VURRA,TILEVU,264631.7308,324114.998
ARUA,AYIVU,PAJULU,KOMITE,265353.7226,333039.0436
ARUA,MADI-OKOLLO,OGOKO,ENYIO,294370.4935,313826.8387
ARUA,VURRA,AJIA,AYA-AYA,292166.5823,330125.6523
ARUA,AYIVU,PAJULU,ALIVU,265553.2575,334562.4118
ARUA,AYIVU,DADAMU,ARIVU,266911.6895,337348.1777
ARUA,VURRA,LOGIRI,CHIABA,268078.3659,306857.3693
ARUA,ARUA MUNICIPALITY,ARUA HILL,BAZAAR,267933.3425,334168.8411
ARUA,AYIVU,PAJULU,YIVU,262362.0742,334825.6074
ARUA,MADI-OKOLLO,ULEPPI,KATIYI,286691.3733,305227.6763
ARUA,TEREGO,ODUPI,OMBOKORO,299066.4065,363960.0786
ARUA,TEREGO,AII-VU,ONZORO,280660.4234,352501.3488
ARUA,MADI-OKOLLO,ULEPPI,LAURA,281307.7462,306163.114
ARUA,AYIVU,PAJULU,URUGBO,262498.2667,332000.8113
ARUA,VURRA,LOGIRI,OKAVU,258226.9065,296647.6619
ARUA,AYIVU,MANIBE,OMBACHI,272437.3407,337272.5335
ARUA,MADI-OKOLLO,PAWOR,PARABOK,313297.3368,308122.4518
ARUA,AYIVU,MANIBE,ELEKU,276993.0585,339584.5343
ARUA,AYIVU,ADUMI,MITE,254565.9558,336402.7897
ARUA,VURRA,AJIA,AYAA,285160.9618,327741.6026
ARUA,VURRA,AJIA,OLEVU,287724.48,322993.6882
ARUA,AYIVU,AROI,ALIBA,268182.6391,344641.9867
ARUA,TEREGO,OMUGO,OWAYI,286760.329,360937.8771
ARUA,ARUA MUNICIPALITY,RIVER OLI,PANGISA,268489.6547,334946.7904
ARUA,MADI-OKOLLO,PAWOR,JOLYEVU,316133.0239,306769.0226
ARUA,AYIVU,DADAMU,ARIWARA,270103.0614,336084.6055
ARUA,TEREGO,BILEAFE,ADRIPI,282273.9402,344430.4874
ARUA,VURRA,LOGIRI,ANYAVU,264624.1685,298538.2155
ARUA,MADI-OKOLLO,EWANGA,EWANGURU,330178.2443,348734.0749
ARUA,MADI-OKOLLO,ANYIRIBU,BONDO,295589.5341,286255.4798
ARUA,MADI-OKOLLO,OGOKO,YACHI,298777.4083,325927.8012
ARUA,TEREGO,OMUGO,ANGAZI,291906.3609,361975.3272
ARUA,AYIVU,MANIBE,EWADRI,272950.3661,340334.8763
ARUA,TEREGO,BILEAFE,ABINDI,280792.5583,339735.3549
ARUA,AYIVU,KATRINI,OLEA,275888.5231,350833.5666
ARUA,VURRA,ARIVU,ULUPI,270561.1512,319856.4311
ARUA,AYIVU,OLUKO,ANIPI,286680.6027,334820.9644
ARUA,AYIVU,MANIBE,LUFE,275220.2473,338606.7697
ARUA,AYIVU,ADUMI,KATI,263356.9791,338055.7833
ARUA,MADI-OKOLLO,RHINO CAMP,BANDILI,308237.702,333641.7465
ARUA,TEREGO,URIAMA,OTUMBARI,288003.3498,343423.6734
ARUA,ARUA MUNICIPALITY,RIVER OLI,KENYA,267114.1444,334432.6345
ARUA,VURRA,AJIA,OMBOKORO,281391.9872,325065.6379
ARUA,MADI-OKOLLO,OKOLLO,ONYOMU,301381.0512,305038.0408
ARUA,TEREGO,AII-VU,ARIPIA,283696.1226,351499.211
ARUA,AYIVU,DADAMU,LUVU,277379.5484,336170.2554
ARUA,MADI-OKOLLO,RHINO CAMP,GBULUKUATUNI,301859.1493,332649.2011
ARUA,TEREGO,URIAMA,AKINIO,298120.4029,345222.4255
ARUA,TEREGO,AII-VU,OTREVU,287383.7196,354054.3049
ARUA,AYIVU,AYIVUNI,OLEVU,263360.946,340037.605
ARUA,AYIVU,ADUMI,OMBACHI,260321.1156,337280.7165
ARUA,AYIVU,MANIBE,OREKU,268041.0047,339701.5082
ARUA,AYIVU,KATRINI,OLUA,274260.832,347492.6459
ARUA,AYIVU,AROI,ROBU,267059.5542,343461.5491
ARUA,VURRA,AJIA,ALIVU,273518.5331,328317.7104
ARUA,VURRA,LOGIRI,OZOO,261387.4945,304365.1703
ARUA,AYIVU,MANIBE,ODRAVU,270932.4689,342084.5587
ARUA,TEREGO,AII-VU,AYURI,279550.8197,354636.2725
ARUA,VURRA,ARIVU,OMOO,273534.6785,316826.7018
ARUA,AYIVU,OLUKO,AMBEKO,272557.8332,331532.3467
ARUA,MADI-OKOLLO,OKOLLO,AJIBU,291196.4164,302615.464
ARUA,TEREGO,OMUGO,BURA,288886.0882,359328.7492
ARUA,AYIVU,MANIBE,ROBU,269186.2076,341374.4462
ARUA,AYIVU,DADAMU,ODRAVU,274430.8199,335656.0219
ARUA,MADI-OKOLLO,ANYIRIBU,AYUU,284904.428,284251.9311
ARUA,VURRA,LOGIRI,OLIBA,265419.1435,303986.4594
ARUA,ARUA MUNICIPALITY,ARUA HILL,MVARA,269353.9326,333244.9903
ARUA,VURRA,AJIA,EWAA,277167.5009,328190.1362
ARUA,VURRA,LOGIRI,LAZEBU,271932.6314,301917.8454
ARUA,MADI-OKOLLO,RIGBO,ODOI,321012.3137,337755.68
ARUA,AYIVU,PAJULU,ETORI,260431.9769,329880.3295
ARUA,AYIVU,OLUKO,YABIAVOKO,281280.0384,333761.1166
ARUA,ARUA MUNICIPALITY,ARUA HILL,AWINDIRI,267958.9942,332756.097
ARUA,AYIVU,AYIVUNI,ANZU,258620.5927,344055.407
ARUA,AYIVU,PAJULU,NYARACU,263540.2308,330104.7447
ARUA,AYIVU,PAJULU,ADALAFU,265304.1304,336286.6836
ARUA,TEREGO,OMUGO,NDAAPI,295963.8164,354809.0487
ARUA,TEREGO,URIAMA,EJONI,285397.382,347123.279
ARUA,ARUA MUNICIPALITY,RIVER OLI,TANGANYIKA,267540.6095,335363.3265
ARUA,TEREGO,AII-VU,EREA,280419.6867,357458.9182
ARUA,AYIVU,OLUKO,WANDI,273916.741,331293.9143
ARUA,VURRA,AJIA,OCOKO,273074.2681,325080.179
ARUA,AYIVU,AYIVUNI,KUBO,258762.3318,342679.6017
ARUA,TEREGO,ODUPI,IMVEPI,310988.8197,352335.4373
ARUA,TEREGO,OMUGO,ANYUFIRA,284037.9328,357888.0604
ARUA,AYIVU,AROI,ALIVU,265481.9873,342437.9684
ARUA,MADI-OKOLLO,EWANGA,WAKANADINYA,325304.1268,350580.1616
ARUA,TEREGO,BILEAFE,AJIRAKU,285038.9489,338631.0496
ARUA,AYIVU,DADAMU,TANGANYIKA,268740.8731,336184.1383
ARUA,MADI-OKOLLO,OFFAKA,ELIBU,278649.4064,290778.0294
ARUA,TEREGO,AII-VU,EDAYI,280356.8591,348199.1439
ARUA,TEREGO,ODUPI,AZAPI,299319.8851,358821.9341
ARUA,MADI-OKOLLO,OKOLLO,OKOLLO,294530.3333,292890.4416
ARUA,TEREGO,AII-VU,ONAI,284090.5244,355451.0021
ARUA,AYIVU,OLUKO,BUNYU,270912.0394,332205.3301
ARUA,MADI-OKOLLO,EWANGA,ROGA,327918.159,350303.5441
ARUA,AYIVU,OLUKO,OMBOKORO,272638.2271,333970.2788
ARUA,AYIVU,DADAMU,YAPI,268942.6506,337686.0111
ARUA,MADI-OKOLLO,OGOKO,PAMVARA,315326.2871,327082.9658
ARUA,AYIVU,DADAMU,ODULUBA,271250.9671,334922.7686
ARUA,AYIVU,PAJULU,DRIWALA,266783.6182,329900.5055
ARUA,TEREGO,URIAMA,MARAJU,291780.0716,350252.1015
ARUA,TEREGO,ODUPI,OKAVU,300356.1982,366554.445
ARUA,AYIVU,AROI,KAMULE,264841.5889,341176.3546
ARUA,VURRA,VURRA,OPIA,266646.6881,310680.1594
ARUA,AYIVU,AROI,BURA,262035.9716,343824.5547
ARUA,VURRA,LOGIRI,JIKI,259777.7899,300919.1602
BUDAKA,IKI-IKI,MUGITI,MUGITI,622084.5807,123153.6625
BUDAKA,BUDAKA,KAKULE,KASULETA,613313.8515,118001.5558
BUDAKA,BUDAKA,KACHOMO,KACHOMO,604423.9926,123584.4389
BUDAKA,IKI-IKI,KAMERUKA,LERYA,608772.3848,129767.8747
BUDAKA,BUDAKA,LYAMA,SUNI,601013.6096,105579.8659
BUDAKA,IKI-IKI,KATIIRA,KEREKERENE,616118.1273,125581.1755
BUDAKA,BUDAKA,KADERUNA,KEBULA,605279.7035,120358.7534
BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,NAMENGO,606317.9237,110603.7038
BUDAKA,IKI-IKI,KAMONKOLI,BUNYOLO,620780.8427,117207.5513
BUDAKA,IKI-IKI,KATIIRA,KAVULE,616022.8062,119139.6033
BUDAKA,BUDAKA,LYAMA,NALUGONDO,606485.4217,107108.8543
BUDAKA,BUDAKA,NABOA,NABOA,612474.0208,112953.2045
BUDAKA,IKI-IKI,IKI-IKI,PETETE,609981.7521,122856.5281
BUDAKA,BUDAKA,KADERUNA,KAPERI,607170.8845,118003.6551
BUDAKA,IKI-IKI,IKI-IKI,KAITANGOLE,612951.5996,123329.5256
BUDAKA,IKI-IKI,KAMERUKA,BUPUCHAI,607681.4162,127029.2124
BUDAKA,IKI-IKI,KAMONKOLI,KADAMUKOLI,618148.785,122942.8913
BUDAKA,BUDAKA,BUDAKA,SAPIRI,608773.7898,111454.0372
BUDAKA,BUDAKA,LYAMA,TADEMERI,608671.2913,108208.6835
BUDAKA,BUDAKA,KACHOMO,KADENGHE,606695.101,121482.2686
BUDAKA,IKI-IKI,KATIIRA,KADATUMI,613886.3387,125325.1801
BUDAKA,BUDAKA,BUDAKA,NAMPANGALA,609347.4025,109556.1791
BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,BWASE,605076.5743,113421.3789
BUDAKA,IKI-IKI,KAMONKOLI,KAMONKOLI,621966.0904,119292.1288
BUDAKA,BUDAKA,NABOA,BUNYEKERO,614628.6154,116242.522
BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,BUDAKA,603728.5643,113167.8707
BUDAKA,BUDAKA,KADERUNA,KABUNA,605616.442,116808.4877
BUDAKA,IKI-IKI,KAMERUKA,KAMERUKA,609935.8716,127614.1694
BUDAKA,BUDAKA,KACHOMO,KODIRI,604770.0634,127547.3182
BUDAKA,IKI-IKI,KAMERUKA,NABUGALO,609065.9443,124545.5875
BUDAKA,IKI-IKI,KATIIRA,KATIIRA,616031.408,121857.8825
BUDAKA,IKI-IKI,MUGITI,BUNAMWERA,620364.8483,123401.7748
BUDAKA,IKI-IKI,IKI-IKI,KAKOLI,614591.978,119208.8917
BUDAKA,BUDAKA,KAKULE,LERYA,610351.3423,119265.006
BUDAKA,IKI-IKI,KAMERUKA,NANZALA,611149.5907,125887.2182
BUDAKA,BUDAKA,NABOA,NANGEYE,615462.8989,113956.7577
BUDAKA,BUDAKA,NANSANGA,NANSANGA B,600337.729,109537.0602
BUDAKA,BUDAKA,NANSANGA,NANSANGA A,601132.557,110645.9342
BUDAKA,BUDAKA,KACHOMO,KOTINYANGA,606201.067,125144.6263
BUDAKA,IKI-IKI,KAMONKOLI,SEKULO,618834.8519,119966.9467
BUDAKA,BUDAKA,KADERUNA,KIRYOLO,602358.1759,119537.9978
BUDAKA,BUDAKA,BUDAKA,GADUMIRE,609715.6945,113210.2901
BUDAKA,BUDAKA,KAKULE,NAMUSITA,609433.1229,116703.6675
BUDAKA,IKI-IKI,MUGITI,NASENYI,623582.8385,121267.4293
BUDAKA,BUDAKA,LYAMA,LYAMA,604127.1584,107507.5328
BUDAKA,BUDAKA,KAKULE,KAKULE,611233.1929,118508.8125
BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,MACHOLI,607457.6516,114450.7832
BUDAKA,IKI-IKI,KAMONKOLI,JAMI,618786.1408,116284.9157
BUDAKA,BUDAKA,NANSANGA,IDUDI B,599976.9277,107947.1629
BUDAKA,BUDAKA,NANSANGA,IDUDI A,597704.661,106989.3884
BUDAKA,BUDAKA,KADERUNA,KADERUNA,604365.7938,118609.5237
BUDAKA,IKI-IKI,MUGITI,BUKALIGWOKO,623061.2876,122847.1221
BUDAKA,BUDAKA,BUDAKA,CHALI,611310.2391,110728.47
BUDAKA,BUDAKA,NABOA,LUPADA,611600.0298,115531.7813
BUDAKA,IKI-IKI,IKI-IKI,KADENGE,608522.6101,121591.5333
BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,NABWEYO,602511.1751,111478.5023
BUDAKA,IKI-IKI,MUGITI,NYANZA,623884.0269,119186.4194
BUDAKA,BUDAKA,KAKULE,KAPERI,608767.3543,118932.7434
BUDAKA,IKI-IKI,IKI-IKI,IKI-IKI,611769.9328,121090.7993
BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BULOLI  SOUTH,647923.0815,111342.9538
BUDUDA,MANJIYA,BUBIITA,MAABA,652725.3417,111022.3363
BUDUDA,MANJIYA,BUDUDA,BUKHATONDI,646608.7136,112932.5825
BUDUDA,MANJIYA,BUBIITA,SHISHENDU,652613.6975,110472.808
BUDUDA,MANJIYA,BULUCHEKE,BUMWALUKANI,653157.5356,116515.2258
BUDUDA,MANJIYA,NAKATSI,BUSHUNYA,652656.9478,117511.7724
BUDUDA,MANJIYA,BUWALI,BUKOBERO,653924.6099,112333.3388
BUDUDA,MANJIYA,BUKALASI,MAIKA,657578.7597,112800.6582
BUDUDA,MANJIYA,BUDUDA,BUSAI,645941.9597,113694.3882
BUDUDA,MANJIYA,BUSHINYI,NAMIRUMBA,660836.7206,119725.9131
BUDUDA,MANJIYA,BUKALASI,BUKALASI,657197.9886,111563.9674
BUDUDA,MANJIYA,BUSHIRIBO,BUFUKHULA,648632.4046,113010.276
BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BUWANABISI,649196.5219,111543.8151
BUDUDA,MANJIYA,BUDUDA,BUKIMUMA,647183.8421,115073.7616
BUDUDA,MANJIYA,BUSHIKA,BUKHAUKHA,647305.0079,115732.2231
BUDUDA,MANJIYA,BUWALI,BUNAMWAMBA,655075.8285,111088.5221
BUDUDA,MANJIYA,BULUCHEKE,SAKUSAKU,654070.9948,119909.02
BUDUDA,MANJIYA,BULUCHEKE,BUMAEMBA,653883.5041,114409.1655
BUDUDA,MANJIYA,BUSHIKA,NAMAKUTO,647828.4864,117009.4976
BUDUDA,MANJIYA,BUSHIKA,BUFUTSA,648816.8427,117617.6232
BUDUDA,MANJIYA,BUKIGAI,BUNAMUBI,652063.1163,113302.8912
BUDUDA,MANJIYA,NALWANZA,BUWAKIYU,651648.3959,109382.1854
BUDUDA,MANJIYA,BUSHIKA,BUNAMANDA,649788.8337,117174.381
BUDUDA,MANJIYA,BUMASHETI,BUKHURA,643749.7938,111712.9405
BUDUDA,MANJIYA,NABWEYA,BUNANTSUMYA,650782.2426,116010.3027
BUDUDA,MANJIYA,BUKIBOKOLO,BUKARI,642038.6249,110265.7273
BUDUDA,MANJIYA,BUKALASI,SUUME,657211.679,112024.7802
BUDUDA,MANJIYA,BUKIGAI,BUMAKUMA,650229.4852,111919.6536
BUDUDA,MANJIYA,BUDUDA,BUNEEMBE,645912.9796,111960.8063
BUDUDA,MANJIYA,BUSHINYI,NAKUNGULYU,655926.593,116734.4586
BUDUDA,MANJIYA,BUSHIRIBO,BUNATSAMI,649207.2292,115070.2528
BUDUDA,MANJIYA,NAKATSI,BUMUKONYA,650846.9175,117722.8941
BUDUDA,MANJIYA,BUKALASI,NAMETSI,658477.992,114287.3799
BUDUDA,MANJIYA,BUSHINYI,BUNEBOSHE,656061.4181,118781.591
BUDUDA,MANJIYA,NALWANZA,BUMAKITA,652098.8174,109880.7533
BUDUDA,MANJIYA,BUSHINYI,BURABA,656798.1052,120990.63
BUDUDA,MANJIYA,BUKIGAI,BUNAKUTI,651452.8595,111185.7348
BUDUDA,MANJIYA,BUSHIKA,NANGAKO TOWN BOARD,649031.094,116157.419
BUDUDA,MANJIYA,BULUCHEKE,BUMASATA,653152.0302,115100.4732
BUDUDA,MANJIYA,BUMAYOKA,NAMAKUKYE,656327.2688,115984.7698
BUDUDA,MANJIYA,NALWANZA,BUMUSI LOWER,651149.3098,109165.0841
BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,NASHULA,647545.6706,112507.0352
BUDUDA,MANJIYA,BUSHIKA,BUNABUTITI,650516.3684,118875.9036
BUDUDA,MANJIYA,BUMAYOKA,ULUKUSI,662354.3086,117974.0284
BUDUDA,MANJIYA,BUKIGAI,BUNAPORO,651773.77,111934.2808
BUDUDA,MANJIYA,BULUCHEKE,BUMWALYE,652920.5184,113750.4193
BUDUDA,MANJIYA,BUSHIRIBO,BUSWALIKHA,650014.8545,113676.9284
BUDUDA,MANJIYA,BUKALASI,NAMASHETI,657848.6251,113496.2503
BUDUDA,MANJIYA,BUSHINYI,MATUWA,658459.024,120234.4125
BUDUDA,MANJIYA,BUMASHETI,BUSAMAALI,645044.4253,109229.3686
BUDUDA,MANJIYA,BUBIITA,SHITEKA,661347.431,108594.2593
BUDUDA,MANJIYA,BUSHINYI,BUSIRIWA,654570.1308,117465.9854
BUDUDA,MANJIYA,BUMAYOKA,NAMUKHUYU,656447.7549,114797.4781
BUDUDA,MANJIYA,BUWALI,BUWASHI,653344.9368,111682.5836
BUDUDA,MANJIYA,BUMAYOKA,BUMAYOKA,653976.9856,113476.5126
BUDUDA,MANJIYA,BUKALASI,KASUNI,657836.2131,111232.2654
BUDUDA,MANJIYA,BUWALI,KITSAWA,654629.7289,112950.1736
BUDUDA,MANJIYA,BUSHIKA,BUBUNGI,648195.4455,118825.4076
BUDUDA,MANJIYA,NALWANZA,BUMAKHWA,653581.8402,109103.095
BUDUDA,MANJIYA,BUSHINYI,BUSHIYI,655558.088,117542.3155
BUDUDA,MANJIYA,BUSHIKA,BUMUSHISO,646752.22,116770.2309
BUDUDA,MANJIYA,BUMAYOKA,BUBUKASHA,654960.3406,114842.8569
BUDUDA,MANJIYA,BUKIBOKOLO,BUNAMUKYE,644171.4087,108415.9918
BUDUDA,MANJIYA,BUKALASI,BUNDESI,655718.0451,112927.1244
BUDUDA,MANJIYA,NABWEYA,BULOBI,652034.4317,115748.3152
BUDUDA,MANJIYA,NALWANZA,BUMUSI  UPPER,651745.4018,107971.5752
BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BUNAMUTUNYI,647292.1758,110824.651
BUDUDA,MANJIYA,BUKALASI,NABULALO,657251.3177,110623.326
BUDUDA,MANJIYA,BUWALI,BUWALI,654177.6202,111123.2494
BUDUDA,MANJIYA,BUKIBOKOLO,BUWAKHATA,643100.5206,107809.3009
BUDUDA,MANJIYA,BUMASHETI,BUNAMAE,644818.5428,112228.237
BUDUDA,MANJIYA,NALWANZA,BUNANGO,652835.0793,108427.9106
BUDUDA,MANJIYA,NAKATSI,BUMUSENYI,651658.5691,118286.7304
BUDUDA,MANJIYA,BUSHIRIBO,BUSHIRIBO,649158.8544,114077.8233
BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BULOLI  NORTH,647937.9093,111835.0432
BUDUDA,MANJIYA,NAKATSI,BUNAMBATSU,652395.8933,118276.0212
BUDUDA,MANJIYA,NABWEYA,BUNANDUTU,651298.4676,114778.0485
BUDUDA,MANJIYA,BUKIGAI,BUMATANDA,650556.4532,111080.1827
BUDUDA,MANJIYA,BUMAYOKA,BUNANDUTU,655264.4322,114123.0623
BUDUDA,MANJIYA,BUKIBOKOLO,BULUMINO,642782.4984,111151.5666
BUDUDA,MANJIYA,BUKIGAI,BUMIRUME,652300.164,112470.1962
BUDUDA,MANJIYA,NABWEYA,BUNYANGA,652046.1773,114414.3518
BUDUDA,MANJIYA,NABWEYA,BUNAKHAYOTI,650548.4398,114991.4197
BUDUDA,MANJIYA,BUKALASI,SHIBANGA,664023.6857,116322.5728
BUDUDA,MANJIYA,BUKIBOKOLO,BUIRIMBI,643041.0206,109702.0322
BUDUDA,MANJIYA,BULUCHEKE,BUNANZUSHI,654250.8145,115319.5996
BUDUDA,MANJIYA,BUMAYOKA,MABONO,658048.0687,114668.1104
BUDUDA,MANJIYA,BUBIITA,SHIKHULUSI,653857.4076,109965.4755
BUDUDA,MANJIYA,BUKALASI,BUKIBUMBI,656561.6197,109969.1478
BUDUDA,MANJIYA,BUMASHETI,BUKIBOKOLO,645529.0755,110324.4035
BUDUDA,MANJIYA,BUKIGAI,BUMANGOYE,651009.4855,112823.9259
BUDUDA,MANJIYA,BUDUDA,BUKIBINO,646161.3857,114750.12
BUDUDA,MANJIYA,BUMAYOKA,BUFUMA,660451.7753,117868.2734
BUDUDA,MANJIYA,BUKIGAI,BUTIRIKU,650965.2058,113525.2249
BUDUDA,MANJIYA,BUSHINYI,BURAFULA,654926.6194,116101.836
BUDUDA,MANJIYA,BUDUDA,BUSHINYEKWA,646702.7155,111435.5998
BUDUDA,MANJIYA,BUMASHETI,MAKALI FR,644032.4038,113803.5283
BUGIRI,BUKOOLI,IWEMBA,IWEMBA,590981.7384,65919.41449
BUGIRI,BUKOOLI,IWEMBA,NAMBO,587829.0624,67603.654
BUGIRI,BUKOOLI,BUWUNGA,MAGOOLA,579668.1721,59658.70151
BUGIRI,BUKOOLI,KAPYANGA,KISEITAKA,584257.3424,68309.26587
BUGIRI,BUKOOLI,BUWUNGA,LUWOOKO,572941.8105,58328.70479
BUGIRI,BUKOOLI,KAPYANGA,ISAGAZA,587248.3896,54821.00007
BUGIRI,BUKOOLI,BUWUNGA,BUSOWA TOWN BOARD,576987.3976,66537.1919
BUGIRI,BUKOOLI,BUWUNGA,KAVULE,571065.6465,56965.9325
BUGIRI,BUKOOLI,IWEMBA,NABIRERE,590918.5388,71210.81305
BUGIRI,BUKOOLI,BUWUNGA,BUWUNGA,576707.7162,59774.48989
BUGIRI,BUKOOLI,KAPYANGA,BUGUNGA,592247.0448,59162.21992
BUGIRI,BUGIRI MUNICIPALITY,EASTERN DIVISION,NALUWERERE,584922.0173,61428.19031
BUGIRI,BUKOOLI,KAPYANGA,BUGUBO,586753.587,62099.31937
BUGIRI,BUKOOLI,IWEMBA,BUYALA,593466.9845,67943.81013
BUGIRI,BUGIRI MUNICIPALITY,EASTERN DIVISION,NKUSI,583987.1273,62428.80614
BUGIRI,BUKOOLI,IWEMBA,BUGESO,588173.1514,64268.91906
BUGIRI,BUKOOLI,BUWUNGA,MAWANGA,569745.947,56393.64937
BUGIRI,BUKOOLI,BUWUNGA,NAMBALE,575399.9355,63552.8315
BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,BWOLE,583359.826,62769.81615
BUGIRI,BUKOOLI,NABUKALU,NAKIVAMBA,579128.9584,74193.17167
BUGIRI,BUKOOLI,NANKOMA,NANKOMA TOWN BOARD,575877.3794,50049.38828
BUGIRI,BUKOOLI,BULINDHA,NABIGINGO,580788.7456,51747.46522
